id,title,abstract,authors,year,venue,search_string,v1_decision,v1_reason
94,LLMLOOP: Improving LLM-Generated Code and Tests Through Automated Iterative Feedback Loops,"Large Language Models (LLMs) are showing remarkable performance in generating source code, yet the generated code often has issues like compilation errors or incorrect code. Researchers and developers often face wasted effort in implementing checks and refining LLM-generated code, frequently duplicating their efforts. This paper presents LLMLOOP, a framework that automates the refinement of both source code and test cases produced by LLMs. LLMLOOP employs five iterative loops: resolving compilation errors, addressing static analysis issues, fixing test case failures, and improving test quality through mutation analysis. These loops ensure the generation of high-quality test cases that serve as both a validation mechanism and a regression test suite for the generated code. We evaluated llmloop on HumanEval-X, a recent benchmark of programming tasks. Results demonstrate the tool effectiveness in refining LLM-generated outputs. A demonstration video of the tool is available at https://youtu.be/2CLG9x1fsNI. Published in: 2025 IEEE International Conference on Software Maintenance and Evolution (ICSME) Date of Conference: 07-12 September 2025 Date Added to IEEE Xplore: 31 October 2025 ISBN Information: ISSN Information: DOI: 10.1109/ICSME64153.2025.00109 Publisher: IEEE Conference Location: Auckland, New Zealand",Ravin Ravi; Dylan Bradshaw; Stefano Ruberto; Gunel Jahangirova; Valerio Terragni,2025,2025 IEEE International Conference on Software Maintenance and Evolution (ICSME),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – cải thiện chất lượng code được sinh bởi LLM (test là artifact phụ), không tập trung unit test generation"
95,Chattss: Improving Test Suite Simplification Via Large Language Models,"As a critical component of software testing activities, regression testing plays an indispensable role in ensuring the correctness of software systems after changes. With the increasing scale and complexity of modern software, a pressing challenge arises: how to efficiently select the most effective test cases from existing test suites for regression testing, thereby reducing the associated cost. Although numerous methods have been proposed for test suite reduction, most of them rely on the assumption that test cases are independent of each other. In this paper, we present ChatTSS, a novel test case simplification approach powered by LLM. Unlike conventional test suite reduction that only shrinks the size of the test suite without altering individual test cases, ChatTSSleverages the program analysis capabilities of LLM to decompose test cases into fine-grained test atoms. It then applies appropriate reduction algorithms to perform more precise and effective test suite simplification. We conducted experiments on seven open-source projects, comprising over 10,000 test cases, to evaluate the effectiveness of ChatTSS. Experimental results demonstrate that ChatTSS exhibits strong simplification performance across multiple evaluation dimensions, confirming its potential as an efficient and scalable TSR solution. Published in: 2025 25th International Conference on Software Quality, Reliability and Security (QRS) Date of Conference: 16-20 July 2025 Date Added to IEEE Xplore: 29 September 2025 ISBN Information: ISSN Information: DOI: 10.1109/QRS65678.2025.00021 Publisher: IEEE Conference Location: Hangzhou, China",Gaolei Yi; Yuan Zhao; Runkang Feng; Quanjun Zhang; Zhenyu Chen,2025,"2025 25th International Conference on Software Quality, Reliability and Security (QRS)","(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – đơn giản hóa/rút gọn test suite (Chattss), không phải unit test generation"
96,LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models,"The rapid development of large language models (LLMs) has revolutionized software testing, particularly fuzz testing, by automating the generation of diverse and effective test inputs. This advancement holds great promise for improving software reliability. Meanwhile, the introduction of MOJO, a high-performance AI programming language blending Python’s usability with the efficiency of C and C++, presents new opportunities to enhance AI model scalability and programmability. However, as a new language, MOJO lacks comprehensive testing frameworks and a sufficient corpus for LLM-based testing, which exacerbates model hallucination. In this case, LLMs will generate syntactically valid but semantically incorrect code, significantly reducing the effectiveness of fuzz testing. To address this challenge, we propose MOJOFuzzer, the first adaptive LLM-based fuzzing framework designed for zero-shot learning environments of emerging programming languages. MOJOFuzzer integrates a mutil-phase framework that systematically eliminates low-quality generated inputs before execution, significantly improving test case validity. Furthermore, MOJOFuzzer dynamically adapts LLM prompts based on runtime feedback for test case mutation, enabling an iterative learning process that continuously enhances fuzzing efficiency and bug detection performance. Our experimental results demonstrate that MOJOFuzzer significantly enhances test validity, API coverage, and bug detection performance, outperforming traditional fuzz testing and state-of-the-art LLM-based fuzzing approaches. Using MOJOFuzzer, we have conducted a first large-scale fuzz testing evaluation of MOJO, uncorvering 13 previous unknown bugs. This study not only advances the field of LLM-driven software testing but also establishes a foundational methodology for leveraging LLMs in the testing of emerging programming languages. Published in: 2025 32nd Asia-Pacific Software Engineering Conference (APSEC) Date of Conference: 02-05 December 2025 Date Added to IEEE Xplore: 24 February 2026 ISBN Information: ISSN Information: DOI: 10.1109/APSEC66846.2025.00059 Publisher: IEEE Conference Location: Macau, China",Linghan Huang; Peizhou Zhao; Huaming Chen,2025,2025 32nd Asia-Pacific Software Engineering Conference (APSEC),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – fuzz testing cho MOJO language runtime, không phải unit test generation"
97,"Software Testing With Large Language Models: Survey, Landscape, and Vision","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 102 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing. Published in: IEEE Transactions on Software Engineering ( Volume: 50, Issue: 4, April 2024) Page(s): 911 - 936 Date of Publication: 20 February 2024 ISSN Information: DOI: 10.1109/TSE.2024.3368208 Publisher: IEEE Funding Agency:",Junjie Wang; Yuchao Huang; Chunyang Chen; Zhe Liu; Song Wang; Qing Wang,2024,IEEE Transactions on Software Engineering,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,EC-N – landscape/survey paper về software testing với LLMs; không có empirical evaluation gốc
98,Action-State Testing—A Model for Test Design Automation,"Model-based testing (MBT) is essential in software testing, offering automation, comprehensive coverage, and defect prevention. It uses abstract models to automatically design and generate test cases, representing the expected system behaviour, including states, transitions, inputs, and outputs. This paper explores the action-state testing modelling technique, originally introduced by the authors in Forgács and Kovács (2000). In this approach, a model step comprises an action (input), one or more responses (outputs), and an optional state. The steps can be arranged sequentially, or they may be forked and joined. Sequential steps appear within the same test case. Forked steps are distributed across different test cases. The joined steps also belong to separate test cases. In addition, the graphical model can be constructed using a text editor. This paper builds upon the concept by establishing its theoretical foundation. We demonstrate how the action-state model eliminates the need for guard conditions and coding, maintains a concise and manageable structure, and seamlessly incorporates outputs, ultimately enhancing testing efficiency. Additionally, we provide guidelines for adding new states and empirically validate the benefits of action-state testing over alternative techniques, achieving a 100% defect detection percentage (DDP). This paper marks the first instalment of the author’s Test Design Trilogy, dedicated to refining and unifying various test design techniques. Action-state testing integrates scenario-based and state-based approaches to improve specification-based test design. It offers clear rules for blending stateful and stat...Show More Published in: IEEE Access ( Volume: 13) Page(s): 75535 - 75545 Date of Publication: 22 April 2025 Electronic ISSN: 2169-3536 DOI: 10.1109/ACCESS.2025.3563337 Publisher: IEEE Funding Agency:",István Forgács; Attila Kovács,2025,IEEE Access,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,EC-O – thiết kế test dựa mô hình action-state; LLM không phải kỹ thuật chính theo IC-I
99,SATORI: Static Test Oracle Generation for REST APIs,"REST API test case generation tools are evolving rapidly, with growing capabilities for the automated generation of complex tests. However, despite their strengths in test data generation, these tools are constrained by the types of test oracles they support, often limited to crashes, regressions, and noncompliance with API specifications or design standards. This paper introduces SATORI (Static API Test ORacle Inference), a black-box approach for generating test oracles for REST APIs by analyzing their OpenAPI Specification. SATORI uses large language models to infer the expected behavior of an API by analyzing the properties of the response fields of its operations, such as their name and descriptions. To foster its adoption, we extended the PostmanAssertify tool to automatically convert the test oracles reported by SATORI into executable assertions. Evaluation results on 17 operations from 12 industrial APIs show that SATORI can automatically generate up to hundreds of valid test oracles per operation. SATORI achieved an F1-score of 74.3%, outperforming the state-of-the-art dynamic approach AGORA+(69.3%)—which requires executing the API—when generating comparable oracle types. Moreover, our findings show that static and dynamic oracle inference methods are complementary: together, SATORI and AGORA+ found 90% of the oracles in our annotated ground-truth dataset. Notably, SATORI uncovered 18 bugs in popular APIs (Amadeus Hotel, Deutschebahn, FDIC, GitLab, Marvel, OMDb and Vimeo) leading to documentation updates by the API maintainers. Published in: 2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE) Date of Conference: 16-20 November 2025 Date Added to IEEE Xplore: 28 January 2026 ISBN Information: ISSN Information: DOI: 10.1109/ASE63991.2025.00116 Publisher: IEEE Conference Location: Seoul, Korea, Republic of",Juan C. Alonso; Alberto Martin-Lopez; Sergio Segura; Gabriele Bavota; Antonio Ruiz-Cortés,2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – sinh test oracle cho REST API, không phải unit test generation"
100,Towards Understanding the Effectiveness of Large Language Models on Directed Test Input Generation,"Automatic testing has garnered significant attention and success over the past few decades. Techniques such as unit testing and coverage-guided fuzzing have revealed numerous critical software bugs and vulnerabilities. However, a long-standing, formidable challenge for existing techniques is how to achieve higher testing coverage. Constraint-based techniques, such as symbolic execution and concolic testing, have been well-explored and integrated into the existing approaches. With the popularity of Large Language Models (LLMs), recent research efforts to design tailored prompts to generate inputs that can reach more uncovered target branches. However, the effectiveness of using LLMs for generating such directed inputs and the comparison with the proven constraint-based solutions has not been systematically explored.To bridge this gap, we conduct the first systematic study on the mainstream LLMs and constraint-based tools for directed input generation with a comparative perspective. We find that LLMs such as ChatGPT are comparable to or even better than the constraint-based tools, succeeding in 43.40%-58.57% samples in our dataset. Meanwhile, there are also limitations for LLMs in specific scenarios such as sequential calculation, where constraint-based tools are in a position of strength. Based on these findings, we propose a simple yet effective method to combine these two types of tools and implement a prototype based on ChatGPT and constraint-based tools. Our evaluation shows that our approach can outperform the baselines by 1.4x to 2.3x relatively. We believe our study can provide novel insights into directed input generation using LLMs, and our findings are essential for future testing research.CCS Concepts• Software and its engineering → Automatic programming; Software testing and debugging. Published in: 2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE) Date of Conference: 27 October 2024 - 01 November 2024 Date Added to IEEE Xplore: 29 November 2024 ISBN Information: ISSN Information: Publisher: IEEE Conference Location: Sacramento, CA, USA",Zongze Jiang; Ming Wen; Jialun Cao; Xuanhua Shi; Hai Jin,2024,2024 39th IEEE/ACM International Conference on Automated Software Engineering (ASE),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
101,TrustPKBG: Trustworthy Protocol Knowledge Blueprints Generation via LLM for Low-Altitude AAV Networks,"In low-altitude networks, reliable and lightweight flight interconnection among AAVs mainly depends on protocols like Message Queuing Telemetry Transport (MQTT). However, existing protocol analysis methods often fail to adapt to unknown program functions caused by version updates due to a lack of protocol knowledge blueprints (PKB). Moreover, due to the lack of multiple rounds of verification in terms of grammar semantics and execution logic representation, the correctness, validity and credibility of the generated PKB in practical scenarios remain questionable. To address these challenges, this paper proposes a novel trustworthy protocol knowledge blueprints generation (TrustPKBG) framework for low-altitude AAV networks by large language model (LLM). In TrustPKBG, a Hierarchical Chain-of-Thought (HCoT) strategy is designated to automatically transform technical specifications into a structured, objective, and consistent PKB draft against the bias of human construction. Moreover, to enhance the abstract semantic similarity between PKB drafts and RFC documents, a memory-aware multi-agent collaboration mechanism is also presented, which enables closed-loop error detection and knowledge updating. To demonstrate the superiority of TrustPKBG, we also implement a Fuzzing-based PKB Verifier over MQTT/CoAP. Experimental results demonstrate that fuzzing with TrustPKBG can achieve an average code coverage rate of 33.71% for MQTT and 33.5% for CoAP, which is 50.83% higher than the baseline average coverage rate of 22.35% for MQTT and 27.6% for CoAP, with a valid test ratio of 74.57% for MQTT and 62.3% for CoAP. Furthermore, we explore PKB’s application in protocol code auditing by evaluating open-source MQTT and CoAP implementations for compliance verification, which demonstrate the effectiveness of the proposed methods. Topic: Special Section on Artificial General Intelligence for Low-Altitude Economy Networking Published in: IEEE Transactions on Cognitive Communications and Networking ( Volume: 12) Page(s): 6152 - 6174 Date of Publication: 28 January 2026 ISSN Information: DOI: 10.1109/TCCN.2026.3658765 Publisher: IEEE Funding Agency:",Fan Wu; Yuxin Zhang; Gaolei Li; Jianhua Li; Jin Ma,2026,IEEE Transactions on Cognitive Communications and Networking,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – protocol knowledge blueprints cho mạng xe tự hành, không phải unit test generation"
102,Toward Automated Validation of Language Model Synthesized Test Cases Using Semantic Entropy,"Modern Large Language Model (LLM)-based programming agents often rely on test execution feedback to refine their generated code. These tests are synthetically generated by LLMs. However, LLMs may produce invalid or hallucinated test cases, which can mislead feedback loops and degrade the performance of agents in refining and improving code. This paper introduces VALTEST, a novel framework that leverages semantic entropy to automatically validate test cases generated by LLMs. By analyzing the semantic structure of test cases and computing entropy-based uncertainty measures, VALTEST trains a machine learning model to classify test cases as valid or invalid and filters out invalid test cases. Experiments on multiple benchmark datasets and various LLMs show that VALTEST not only boosts test validity by up to 29% but also improves code generation performance, as evidenced by significant increases in pass@1 scores. Our extensive experiments also reveal that semantic entropy is a reliable indicator to distinguish between valid and invalid test cases and provides a robust solution for improving the correctness of LLM-generated test cases used in software testing and code generation. Published in: IEEE Transactions on Software Engineering ( Volume: 52, Issue: 4, April 2026) Page(s): 1426 - 1445 Date of Publication: 13 February 2026 ISSN Information: DOI: 10.1109/TSE.2026.3664287 Publisher: IEEE",Hamed Taherkhani; Jiho Shin; Muhammad Ammar Tahir; Md Rakib Hossain Misu; Vineet Sunil Gattani; Hadi Hemmati,2026,IEEE Transactions on Software Engineering,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",INCLUDE,IC-L; IC-Y; IC-T; IC-P; IC-I; IC-E
103,Clozemaster: Fuzzing Rust Compiler by Harnessing Llms for Infilling Masked Real Programs,"Ensuring the reliability of the Rust compiler is of paramount importance, given increasing adoption of Rust for critical systems development, due to its emphasis on memory and thread safety. However, generating valid test programs for the Rust compiler poses significant challenges, given Rust's complex syntax and strict requirements. With the growing popularity of large language models (LLMs), much research in software testing has explored using LLMs to generate test cases. Still, directly using LLMs to generate Rust programs often results in a large number of invalid test cases. Existing studies have indicated that test cases triggering historical compiler bugs can assist in software testing. Our investigation into Rust compiler bug issues supports this observation. Inspired by existing work and our empirical research, we introduce a bracket-based masking and filling strategy called clozeMask. The clozeMask strategy involves extracting test code from historical issue reports, identifying and masking code snippets with specific structures, and using an LLM to fill in the masked portions for synthesizing new test programs. This approach harnesses the generative capabilities of LLMs while retaining the ability to trigger Rust compiler bugs. It enables comprehensive testing of the compiler's behavior, particularly exploring edge cases. We implemented our approach as a prototype ClozeMaster. ClozeMaster has identified 27 confirmed bugs for rustc and mrustc, of which 10 have been fixed by developers. Furthermore, our experimental results indicate that ClozeMaster outperforms existing fuzzers in terms of code coverage and effectiveness. Published in: 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE) Date of Conference: 26 April 2025 - 06 May 2025 Date Added to IEEE Xplore: 23 June 2025 ISBN Information: ISSN Information: DOI: 10.1109/ICSE55347.2025.00175 Publisher: IEEE Conference Location: Ottawa, ON, Canada",Hongyan Gao; Yibiao Yang; Maolin Sun; Jiangchang Wu; Yuming Zhou; Baowen Xu,2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – fuzzing Rust compiler bằng LLM, không thuộc Java/Python và không phải unit test generation"
104,LLM Prompt Engineering for Automated White-Box Integration Test Generation in REST APIs,"This study explores prompt engineering for automated white-box integration testing of RESTful APIs using Large Language Models (LLMs). Four versions of prompts were designed and tested across three OpenAI models (GPT-3.5 Turbo, GPT-4 Turbo, and GPT-4o) to assess their impact on code coverage, token consumption, execution time, and financial cost. The results indicate that different prompt versions, especially with more advanced models, achieved up to 90% coverage, although at higher costs. Additionally, combining test sets from different models increased coverage, reaching 96% in some cases. We also compared the results with EvoMaster, a specialized tool for generating tests for REST APIs, where LLM-generated tests achieved comparable or higher coverage in the benchmark projects. Despite higher execution costs, LLMs demonstrated superior adaptability and flexibility in test generation. Published in: 2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW) Date of Conference: 31 March 2025 - 04 April 2025 Date Added to IEEE Xplore: 16 April 2025 ISBN Information: Print on Demand(PoD) ISSN: 2159-4848 DOI: 10.1109/ICSTW64639.2025.10962507 Publisher: IEEE Conference Location: Naples, Italy",André Mesquita Rincon; Auri Marcelo Rizzo Vincenzi; João Pascoal Faria,2025,"2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)","(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – sinh integration test cho REST APIs (white-box API testing), không phải unit test generation"
105,LWDIFF: an LLM-Assisted Differential Testing Framework for Webassembly Runtimes,"WebAssembly (Wasm) runtimes execute Wasm programs, a popular low-level language for efficiently executing high-level languages in browsers, with broad applications across diverse domains. The correctness of those runtimes is critical for both functionality and security of Wasm execution, motivating testing approaches that target Wasm runtimes specifically. However, existing Wasm testing frameworks fail to generate test cases that effectively test all three phases of runtime, i.e., decoding, validation, and execution. To address this research gap, we propose a new differential testing framework for Wasm runtimes, which leverages knowledge from the Wasm language specification that prior techniques overlooked, enhancing comprehensive testing of runtime functionality. Specifically, we first use a large language model to extract that knowledge from the specification. We use that knowledge in the context of multiple novel mutation operators that generate test cases with diverse features to test all three runtime phases. We evaluate LWDIFF by applying it to eight Wasm runtimes. Compared with the state-of-the-art Wasm testers, LWDIFF achieves the highest branch coverage and identifies the largest number of bugs. In total, LWDIFF discovers 31 bugs across eight runtimes, all of which are confirmed, with 25 of them previously undiscovered. Published in: 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE) Date of Conference: 26 April 2025 - 06 May 2025 Date Added to IEEE Xplore: 23 June 2025 ISBN Information: ISSN Information: DOI: 10.1109/ICSE55347.2025.00233 Publisher: IEEE Conference Location: Ottawa, ON, Canada",Shiyao Zhou; Jincheng Wang; He Ye; Hao Zhou; Claire Le Goues; Xiapu Luo,2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – differential testing cho WebAssembly runtimes, không phải unit test generation"
106,Nüwa: Enhancing MLIR Fuzzing with LLM-Driven Generation and Adaptive Mutation,"MLIR, a modular compiler framework, evolves quickly, with regular updates expanding its dialects and operations across LLVM versions and downstream projects. This fast development reduces the effectiveness of traditional fuzzing tools, which test only a small portion of dialects, require extensive manual work (e.g., nearly ten thousand lines of C++ code), and do not match the update speed of MLIR. To address these challenges, we propose NÜwa, the first LLM-based approach for MLIR fuzzing. Nüwa employs a two-phase strategy: first generating valid operations by encoding constraints into LLMs prompts, then synthesizing multi-operation test cases by learning inter-operation dependencies. To enhance operation coverage, it incorporates high-coverage cases from MLIR's test suite and uses LLM-driven mutations to boost diversity. A self-improvement mechanism enhances the prompts using feedback from highquality test cases, improving the LLMs' understanding of MLIR's complex semantics. Nüwa demonstrates that the generation and mutation process can be fully automated via the intrinsic capabilities of llMs (including in-context learning), while being applicable to MLIR's fast evolution. The experimental study shows that NÜwa outperforms the state-of-the-art tools MLIRSmith and MLIRod, detecting 2.9× more unique bugs and achieving 1.6× greater code coverage. To date, Nüwa has identified 55 bugs in the MLIR framework, with 18 confirmed or fixed. Published in: 2025 IEEE International Conference on Software Maintenance and Evolution (ICSME) Date of Conference: 07-12 September 2025 Date Added to IEEE Xplore: 31 October 2025 ISBN Information: ISSN Information: DOI: 10.1109/ICSME64153.2025.00055 Publisher: IEEE Conference Location: Auckland, New Zealand Funding Agency:",Bocan Cao; Weiyuan Tong; Zhanyong Tang; Zixu Wang; Hao Huang; Yuheng Yan,2025,2025 IEEE International Conference on Software Maintenance and Evolution (ICSME),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – MLIR compiler fuzzing bằng LLM, không phải unit test generation"
107,A Multi-Agent Approach for REST API Testing with Semantic Graphs and LLM-Driven Inputs,"As modern web services increasingly rely on REST APIs, their thorough testing has become crucial. Furthermore, the advent of REST API documentation languages, such as the OpenAPI Specification, has led to the emergence of many black-box REST API testing tools. However, these tools often focus on individual test elements in isolation (e.g., APIs, parameters, values), resulting in lower coverage and less effectiveness in fault detection. To address these limitations, we present AutoRestTest, the first black-box tool to adopt a dependency-embedded multi-agent approach for REST API testing that integrates multi-agent reinforcement learning (MARL) with a semantic property dependency graph (SPDG) and Large Language Models (LLMs). Our approach treats REST API testing as a separable problem, where four agents-API, dependency, parameter, and value agents-collaborate to optimize API exploration. LLMs handle domain-specific value generation, the SPDG model simplifies the search space for dependencies using a similarity score between API operations, and MARL dynamically optimizes the agents' behavior. Our evaluation of AutoRestTest on 12 real-world REST services shows that it outperforms the four leading black-box REST API testing tools, including those assisted by RESTGPT (which generates realistic test inputs using LLMs), in terms of code coverage, operation coverage, and fault detection. Notably, AutoRestTest is the only tool able to trigger an internal server error in the Spotify service. Our ablation study illustrates that each component of AutoRestTest-the SPDG, the LLM, and the agent-learning mechanism-contributes to its overall effectiveness. Published in: 2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE) Date of Conference: 26 April 2025 - 06 May 2025 Date Added to IEEE Xplore: 23 June 2025 ISBN Information: ISSN Information: DOI: 10.1109/ICSE55347.2025.00179 Publisher: IEEE Conference Location: Ottawa, ON, Canada Funding Agency:",Myeongsoo Kim; Tyler Stennett; Saurabh Sinha; Alessandro Orso,2025,2025 IEEE/ACM 47th International Conference on Software Engineering (ICSE),"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – REST API testing bằng multi-agent LLM, không phải unit test generation"
108,ECG: Augmenting Embedded Operating System Fuzzing via LLM-Based Corpus Generation,"Embedded operating systems (Embedded OSs) power much of our critical infrastructure but are, in general, much less tested for bugs than general-purpose operating systems. Fuzzing Embedded OSs encounter significant roadblocks due to much less documented specifications, an inherent ineffectiveness in generating high-quality payloads. In this article, we propose ECG, an Embedded OS fuzzer empowered by large language models (LLMs) to sufficiently mitigate the aforementioned issues. ECG approaches fuzzing Embedded OS by automatically generating input specifications based on readily available source code and documentation, instrumenting and intercepting execution behavior for directional guidance information, and generating inputs with payloads according to the pregenerated input specifications and directional hints provided from previous runs. These methods are empowered by using an interactive refinement method to extract the most from LLMs while using established parsing checkers to validate the outputs. Our evaluation results demonstrate that ECG uncovered 32 new vulnerabilities across three popular open-source Embedded OS (RT-Linux, RaspiOS, and OpenWrt) and detected ten bugs in a commercial Embedded OS running on an actual device. Moreover, compared to Syzkaller, Moonshine, KernelGPT, Rtkaller, and DRLF, ECG has achieved additional kernel code coverage improvements of 23.20%, 19.46%, 10.96%, 15.47%, and 11.05%, respectively, with an overall average improvement of 16.02%. These results underscore ECG’s enhanced capability in uncovering vulnerabilities, thus contributing to the overall robustness and security of the Embedded OS. Published in: IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems ( Volume: 43, Issue: 11, November 2024) Page(s): 4238 - 4249 Date of Publication: 06 November 2024 ISSN Information: DOI: 10.1109/TCAD.2024.3447220 Publisher: IEEE Funding Agency:",Qiang Zhang; Yuheng Shen; Jianzhong Liu; Yiru Xu; Heyuan Shi; Yu Jiang; Wanli Chang,2024,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – fuzzing embedded OS qua LLM-based corpus generation, không phải unit test generation"
109,MirrorFuzz: Leveraging LLM and Shared Bugs for Deep Learning Framework APIs Fuzzing,"Deep learning (DL) frameworks serve as the backbone for a wide range of artificial intelligence applications. However, bugs within DL frameworks can cascade into critical issues in higher-level applications, jeopardizing reliability and security. While numerous techniques have been proposed to detect bugs in DL frameworks, research exploring common API patterns across frameworks and the potential risks they entail remains limited. Notably, many DL frameworks expose similar APIs with overlapping input parameters and functionalities, rendering them vulnerable to shared bugs, where a flaw in one API may extend to analogous APIs in other frameworks. To address this challenge, we propose MirrorFuzz, an automated API fuzzing solution to discover shared bugs in DL frameworks. MirrorFuzz operates in three stages: First, MirrorFuzz collects historical bug data for each API within a DL framework to identify potentially buggy APIs. Second, it matches each buggy API in a specific framework with similar APIs within and across other DL frameworks. Third, it employs large language models (LLMs) to synthesize code for the API under test, leveraging the historical bug data of similar APIs to trigger analogous bugs across APIs. We implement MirrorFuzz and evaluate it on four popular DL frameworks (TensorFlow, PyTorch, OneFlow, and Jittor). Extensive evaluation demonstrates that MirrorFuzz improves code coverage by 39.92% and 98.20% compared to state-of-the-art methods on TensorFlow and PyTorch, respectively. Moreover, MirrorFuzz discovers 315 bugs, 262 of which are newly found, and 80 bugs are fixed, with 52 of these bugs assigned CNVD IDs. Published in: IEEE Transactions on Software Engineering ( Volume: 52, Issue: 1, January 2026) Page(s): 360 - 375 Date of Publication: 10 October 2025 ISSN Information: DOI: 10.1109/TSE.2025.3619966 Publisher: IEEE",Shiwen Ou; Yuwei Li; Lu Yu; Chengkun Wei; Tingke Wen; Qiangpu Chen; Yu Chen; Haizhi Tang; Zulie Pan,2026,IEEE Transactions on Software Engineering,"(""large language model"" OR LLM OR GPT-4) AND (""unit test"" OR ""test case"") AND (""branch coverage"" OR ""code coverage"" OR ""mutation score"" OR ""mutation testing"")",EXCLUDE,"EC-O – DL framework API fuzzing (MirrorFuzz), không phải unit test generation"
